Liver_1_ctrl	Liver_1_treat1	Liver_1_treat2	Liver_2_ctrl1	Liver_2_ctrl2	Liver_2_ctrl3	Liver_2_treat1	Liver_2_treat2	Liver_2_treat3	Adipo_1_ctrl	Adipo_1_treat1	Adipo_1_treat2	Adipo_2_ctrl1	Adipo_2_ctrl2	Adipo_2_ctrl3	Adipo_2_treat1	Adipo_2_treat2	Adipo_2_treat3
Gm47413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47414	0	0	0	7	0	8	0	0	0	4	2	0	0	0	0	0	0	0
Gm47415	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm47416	9	0	0	39	49	0	2	32	11	0	0	0	0	0	0	0	0	0
Gm47417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4742	0	0	0	0	5	0	16.18	25.86	0	0	0	0	0	0	0	0	0	0
Gm47420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47423	40	13	61	29	35	56	37	12	0	10	40	3	0	0	0	0	0	0
Gm47424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47425	5	3	0	46	30.56	6	10	25	37	0	0	0	0	0	0	0	0	0
Gm47426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47428	1.09	0	0	0	9.84	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47438	145.45	119	100.11	86.98	109.59	89	79	61.83	98	30	13	66.85	2	0	0	0	0	0
Gm47439	0	1	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Gm4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47441	1	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47445	30	9	20	70	60	5	14	45	69	5	0	6	74	170	541.33	400	1190	244
Gm47446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47447	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0
Gm47448	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm47449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47450	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47451	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
Gm47452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47457	9	0	0	1	11	1	0	0	10	0	0	0	1	0	89	0	4	0
Gm47458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47459	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm4746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47465	0	0	3	0	0	13	0	0	0	6	6	26	0	0	96	0	0	0
Gm47466	10	33	30	44	27	23	35	44	10	10	1	16	0	0	0	0	0	0
Gm47467	38.02	22.07	14.44	26.11	10	21.55	12.02	6	60.01	28	35	47.57	0	0	0	0	0	0
Gm47468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47469	43.56	1.02	21.05	26.19	22.24	33.46	60.61	57.06	48.41	23.41	11.53	50.28	0	0	0	0	0	0
Gm47470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47476	3	0	3.25	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0
Gm47477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47479	12	8	16	48	27	12	39	1	25	4	4	12	37	0	0	0	0	0
Gm47480	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47483	57	23	96	79	34	29	47	16	38	13	38	50	0	0	0	0	0	0
Gm47484	2	1	0	4	1	0	0	0	0	4	1	2	0	0	0	0	0	0
Gm47485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47490	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm47491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47493	6	12	22	27	30	75	15	31	14	1	3	7	0	0	0	0	0	0
Gm47494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47496	12	1	12.94	23	9	0	25.03	0	0	0	0	13	0	0	0	0	0	4
Gm47497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4750	1.815	0.3	6.25	1.925	4.02	0.525	0.275	2.405	0.92	1.35	1.265	0	0	0	0	0	0	0
Gm47500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47503	2	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Gm47504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm47506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47507	7	0	9	13	0	0	0	0	0	0	0	0	0	0	14.8	0	0	0
Gm47508	3	0	2	0	0	7	6	10	0	12	5	24	0	0	0	0	0	0
Gm47509	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gm4751	0	0	0	2.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47510	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47512	0	7	11	0	0	4	2	4	0	10	0	0.28	0	0	0	0	0	0
Gm47513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47518	0	0	11	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0
Gm47519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47522	0	0	0	0	0	2	8	10	0	0	0	0	0	0	0	0	0	0
Gm47523	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Gm47524	1	4	0	2	0	11	9	9	0	0	0	0	44	0	0	0	0	0
Gm47525	6	6	18	0	0	7	0	3	9	4	0	0	0	0	0	0	0	0
Gm47526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47528	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47529	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47533	17	0	7	15	10	58	11	3	0	12	0	0	0	0	0	0	0	0
Gm47534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47538	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0
Gm47539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4754	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Gm47540	0	1	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
Gm47541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47542	17.35	10.99	25	30	51	65	48	34.8	33.43	4	14.96	6	13.72	0	1.88	1.18	9.12	0.58
Gm47543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47545	0	0	7	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0
Gm47546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47547	0	0	17	0	0	0	6.23	3.12	0	0	0	0	0	0	0	0	0	0
Gm47548	15	0	8	0	0	5	0	0	0	5	15	3	0	0	0	0	0	0
Gm47549	11	0	0	0	0	1	9	1	4	0	0	0	0	0	0	0	0	0
Gm4755	11	1	30	23	7	16	0	2	0	20	0	17	0	0	0	0	0.92	0
Gm47550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47551	4	3	4	12	23.85	1	10	31	12.4	1	4	2	0	0	0	0	0	0
Gm47552	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm47553	0	0	16	1.01	0	2	0	17	0	2	0	0	0	0	0	0	3	0
Gm47554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47556	0	7	0	8	14	0	0	0	0	0	0	5	0	0	0	0	0	0
Gm47557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47558	0	3	7	45	18	0	17	22	8	0	4	7	202	0	0	0	0	0
Gm47559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47561	1	0	0	0	0	0	0	0	0	8	4	10	0	0	0	0	0	0
Gm47562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47566	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47567	7	0	3	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0
Gm47568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47569	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Gm4757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47570	8	6	4	0	0	15	0	0	0	0	0	6	37	0	0	0	0	0
Gm47571	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0
Gm47572	9	6	0	1	0	24	4	9	0	2	1	0	0	0	0	0	0	0
Gm47573	13	0	3	0	0	34	0	0	4	7	0	0	0	0	0	0	0	0
Gm47574	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Gm47575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47577	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Gm47578	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47580	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm47581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47582	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm47583	0	0	0	1	0	0	0	4	3	0	9	14	0	0	0	0	0	0
Gm47584	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm47585	2	4	7	0	0	0	14	3	0	0	2	7	0	0	0	0	0	0
Gm47586	241	45	116	171	99	240	184	107	110	87	76	151	0	0	0	0	0	0
Gm47587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47588	19	0	12	8	7	0	0	0	0	0	6	3	0	0	0	0	0	0
Gm47589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47591	1	0.49	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47592	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm47593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47594	16	3	3	18	30.01	1	21	6	23	8	7	2	1	0	0	0	0	1
Gm47595	0	7	6	11	8	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm47596	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Gm47597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47598	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Gm47599	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm4760	0.67	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm47600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47601	82	102	97	63	39	93	53	35	34	39	15	37	0	0	0	0	0	0
Gm47602	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Gm47603	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47604	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0
Gm47605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47607	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm47608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4761	0	0	0	0	0	0	11.85	0	0	0	0	0	0	0	0	0	0	0
Gm47610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47611	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	0
Gm47612	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47615	31	4	13	20	19	20	37	26	0	11	9	16	0	0	0	0	0	0
Gm47616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47618	0	0	0	5	0	10	0	0	2	0	0	3	0	0	0	0	0	0
Gm47619	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47621	0	6	3	12	0	14	2	11	14	0	0	1	0	0	0	0	17	0
Gm47622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47623	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Gm47624	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm47625	15	10	22	62	36	36	27	11	34	54	6	45	0	0	0	0	0	0
Gm47626	20	2	10	30	3	3	1	0	0	7	21	0	0	0	0	0	0	0
Gm47627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47628	0	0	0	5	5	0	0	0	1	0	0	1	0	1	0	0	229	0
Gm47629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47638	0	7	17	36	11	7.01	12	11	0	1	0	0	0	0	0	0	2	0
Gm47639	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4764	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47643	2	0	0	0	1	0	4	0	11	0	7	12	52	0	0	0	0	0
Gm47644	67	117	50	27	27	10	37	56	52	118	115	77	0	0	0	0	0	0
Gm47645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47646	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47649	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Gm47650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47652	0	1	0	2	0	0	18	11	22	0	0	1	1	0	0	0	0	0
Gm47653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47656	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47657	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gm47658	3	9	0	4	0	10	2	3	0	0	0	5	0	0	0	0	0	0
Gm47659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47662	10	3	0	12	0	6	0	0	2	0	8	6	0	0	0	0	0	0
Gm47663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47664	81	10	16	20	21	27	19	24.01	4	6	0	0	0	0	0	0	0	0
Gm47665	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm47666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47669	3	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm4767	18	9	14	19	11	0	31	82	36.07	8	28	19	0	0	0	0	0	0
Gm47670	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47673	0	0	1	2	5	2	3	2	1	0	0	2	0	0	0	0	0	0
Gm47674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47675	1	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm47676	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47682	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm47683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47684	2	0	0	11	17	0	0	10	0	0	0	0	0	0	0	0	0	0
Gm47686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47687	0	0	7	0	7	8	0	1	0	2	0	0	0	0	0	0	0	0
Gm47688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47689	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Gm47690	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm47691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47693	6	3	5	5	0	4	1	6	0	4	0	4	0	0	0	0	0	0
Gm47694	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm47695	1	19	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Gm47696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47697	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Gm47698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm47700	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm47701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47702	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Gm47703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47706	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47708	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47710	20	40	13	34	26	77	26.17	15	24	20	6	22	0	0	0	0	0	0
Gm47711	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Gm47712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47713	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47715	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gm47716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47718	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0
Gm4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47720	15	13	44	16	26	13	18	57	14	11	6	6	145	0	0	1	0	0
Gm47721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47727	10	0	7	0	0	5	0	0	0	0	1	2	0	0	0	0	0	0
Gm47728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
